Date,Close
11/09/1970 16:00:00,"761,84"
14/09/1970 16:00:00,"757,12"
15/09/1970 16:00:00,"750,55"
16/09/1970 16:00:00,"754,31"
17/09/1970 16:00:00,"757,67"
18/09/1970 16:00:00,"758,49"
21/09/1970 16:00:00,"751,92"
22/09/1970 16:00:00,"747,47"
23/09/1970 16:00:00,"754,38"
24/09/1970 16:00:00,"759,31"
25/09/1970 16:00:00,"761,77"
28/09/1970 16:00:00,"758,97"
29/09/1970 16:00:00,"760,88"
30/09/1970 16:00:00,"760,68"
1/10/1970 16:00:00,"760,68"
2/10/1970 16:00:00,"766,16"
5/10/1970 16:00:00,"776,7"
6/10/1970 16:00:00,"782,45"
7/10/1970 16:00:00,"783,68"
8/10/1970 16:00:00,"777,04"
9/10/1970 16:00:00,"768,69"
12/10/1970 16:00:00,"764,24"
13/10/1970 16:00:00,"760,06"
14/10/1970 16:00:00,"762,73"
15/10/1970 16:00:00,"767,87"
16/10/1970 16:00:00,"763,35"
19/10/1970 16:00:00,"756,5"
20/10/1970 16:00:00,"758,83"
21/10/1970 16:00:00,"759,65"
22/10/1970 16:00:00,"757,87"
23/10/1970 16:00:00,"759,38"
26/10/1970 16:00:00,"756,43"
27/10/1970 16:00:00,"754,45"
28/10/1970 16:00:00,"755,96"
29/10/1970 16:00:00,"753,56"
30/10/1970 16:00:00,"755,61"
2/11/1970 16:00:00,"758,01"
3/11/1970 16:00:00,"768,07"
4/11/1970 16:00:00,"770,81"
5/11/1970 16:00:00,"771,56"
6/11/1970 16:00:00,"771,97"
9/11/1970 16:00:00,"777,66"
10/11/1970 16:00:00,"777,38"
11/11/1970 16:00:00,"779,5"
12/11/1970 16:00:00,768
13/11/1970 16:00:00,"759,79"
16/11/1970 16:00:00,"760,13"
17/11/1970 16:00:00,"760,47"
18/11/1970 16:00:00,"754,24"
19/11/1970 16:00:00,"755,82"
20/11/1970 16:00:00,"761,57"
23/11/1970 16:00:00,"767,52"
24/11/1970 16:00:00,"772,73"
25/11/1970 16:00:00,"774,71"
27/11/1970 16:00:00,"781,35"
30/11/1970 16:00:00,"794,09"
1/12/1970 16:00:00,"794,29"
2/12/1970 16:00:00,"802,64"
3/12/1970 16:00:00,"808,53"
4/12/1970 16:00:00,"816,06"
7/12/1970 16:00:00,"818,66"
8/12/1970 16:00:00,"815,1"
9/12/1970 16:00:00,"815,24"
10/12/1970 16:00:00,"821,06"
11/12/1970 16:00:00,"825,92"
14/12/1970 16:00:00,"823,18"
15/12/1970 16:00:00,"819,62"
16/12/1970 16:00:00,"819,07"
17/12/1970 16:00:00,"822,15"
18/12/1970 16:00:00,"822,77"
21/12/1970 16:00:00,"821,54"
22/12/1970 16:00:00,"822,77"
23/12/1970 16:00:00,"823,11"
24/12/1970 16:00:00,"828,38"
28/12/1970 16:00:00,"830,91"
29/12/1970 16:00:00,842
30/12/1970 16:00:00,"841,32"
31/12/1970 16:00:00,"838,92"
4/01/1971 16:00:00,"830,57"
5/01/1971 16:00:00,"835,77"
6/01/1971 16:00:00,"837,97"
7/01/1971 16:00:00,"837,83"
8/01/1971 16:00:00,"837,01"
11/01/1971 16:00:00,"837,21"
12/01/1971 16:00:00,"844,19"
13/01/1971 16:00:00,"841,11"
14/01/1971 16:00:00,"843,31"
15/01/1971 16:00:00,"845,7"
18/01/1971 16:00:00,"847,82"
19/01/1971 16:00:00,"849,47"
20/01/1971 16:00:00,"849,95"
21/01/1971 16:00:00,"854,74"
22/01/1971 16:00:00,"861,31"
25/01/1971 16:00:00,"865,62"
26/01/1971 16:00:00,"866,79"
27/01/1971 16:00:00,"860,83"
28/01/1971 16:00:00,"865,14"
29/01/1971 16:00:00,"868,5"
1/02/1971 16:00:00,"877,81"
2/02/1971 16:00:00,"874,59"
3/02/1971 16:00:00,"876,23"
4/02/1971 16:00:00,"874,79"
5/02/1971 16:00:00,"876,57"
8/02/1971 16:00:00,"882,12"
9/02/1971 16:00:00,"879,79"
10/02/1971 16:00:00,"881,09"
11/02/1971 16:00:00,"885,34"
12/02/1971 16:00:00,"888,83"
16/02/1971 16:00:00,"890,06"
17/02/1971 16:00:00,"887,87"
18/02/1971 16:00:00,"885,06"
19/02/1971 16:00:00,"878,56"
22/02/1971 16:00:00,"868,98"
23/02/1971 16:00:00,870
24/02/1971 16:00:00,"875,62"
25/02/1971 16:00:00,"881,98"
26/02/1971 16:00:00,"878,83"
1/03/1971 16:00:00,"882,53"
2/03/1971 16:00:00,"883,01"
3/03/1971 16:00:00,"882,39"
4/03/1971 16:00:00,"891,36"
5/03/1971 16:00:00,898
8/03/1971 16:00:00,"898,62"
9/03/1971 16:00:00,"899,1"
10/03/1971 16:00:00,"895,88"
11/03/1971 16:00:00,"899,44"
12/03/1971 16:00:00,"898,34"
15/03/1971 16:00:00,"908,2"
16/03/1971 16:00:00,"914,64"
17/03/1971 16:00:00,"914,02"
18/03/1971 16:00:00,"916,83"
19/03/1971 16:00:00,"912,92"
22/03/1971 16:00:00,"910,6"
23/03/1971 16:00:00,"908,89"
24/03/1971 16:00:00,"899,37"
25/03/1971 16:00:00,"900,81"
26/03/1971 16:00:00,"903,48"
29/03/1971 16:00:00,"903,48"
30/03/1971 16:00:00,"903,39"
31/03/1971 16:00:00,"904,37"
1/04/1971 16:00:00,"903,88"
2/04/1971 16:00:00,"903,04"
5/04/1971 16:00:00,"905,07"
6/04/1971 16:00:00,"912,73"
7/04/1971 16:00:00,"918,49"
8/04/1971 16:00:00,"920,39"
12/04/1971 16:00:00,"926,64"
13/04/1971 16:00:00,"927,28"
14/04/1971 16:00:00,"932,55"
15/04/1971 16:00:00,"938,17"
16/04/1971 16:00:00,"940,21"
19/04/1971 16:00:00,"948,85"
20/04/1971 16:00:00,"944,42"
21/04/1971 16:00:00,"941,33"
22/04/1971 16:00:00,"940,63"
23/04/1971 16:00:00,"947,79"
26/04/1971 16:00:00,944
27/04/1971 16:00:00,"947,09"
28/04/1971 16:00:00,"950,82"
29/04/1971 16:00:00,"948,15"
30/04/1971 16:00:00,"941,75"
3/05/1971 16:00:00,"932,41"
4/05/1971 16:00:00,"938,45"
5/05/1971 16:00:00,"939,92"
6/05/1971 16:00:00,"937,39"
7/05/1971 16:00:00,"936,97"
10/05/1971 16:00:00,"932,55"
11/05/1971 16:00:00,"937,25"
12/05/1971 16:00:00,"937,46"
13/05/1971 16:00:00,"936,34"
14/05/1971 16:00:00,"936,06"
17/05/1971 16:00:00,"921,3"
18/05/1971 16:00:00,"918,56"
19/05/1971 16:00:00,"920,04"
20/05/1971 16:00:00,"923,41"
21/05/1971 16:00:00,"921,87"
24/05/1971 16:00:00,"913,15"
25/05/1971 16:00:00,"906,69"
26/05/1971 16:00:00,"906,41"
27/05/1971 16:00:00,"905,78"
28/05/1971 16:00:00,"907,81"
1/06/1971 16:00:00,"913,65"
2/06/1971 16:00:00,"919,62"
3/06/1971 16:00:00,"921,3"
4/06/1971 16:00:00,"922,15"
7/06/1971 16:00:00,"923,06"
8/06/1971 16:00:00,"915,01"
9/06/1971 16:00:00,"912,46"
10/06/1971 16:00:00,"915,96"
11/06/1971 16:00:00,"916,47"
14/06/1971 16:00:00,"907,71"
15/06/1971 16:00:00,"907,2"
16/06/1971 16:00:00,"908,59"
17/06/1971 16:00:00,"906,25"
18/06/1971 16:00:00,"889,16"
21/06/1971 16:00:00,"876,53"
22/06/1971 16:00:00,"874,42"
23/06/1971 16:00:00,"879,45"
24/06/1971 16:00:00,"877,26"
25/06/1971 16:00:00,"876,68"
28/06/1971 16:00:00,"873,1"
29/06/1971 16:00:00,"882,3"
30/06/1971 16:00:00,"891,14"
1/07/1971 16:00:00,"893,03"
2/07/1971 16:00:00,"890,19"
6/07/1971 16:00:00,"892,3"
7/07/1971 16:00:00,"895,88"
8/07/1971 16:00:00,"900,99"
9/07/1971 16:00:00,"901,8"
12/07/1971 16:00:00,"903,4"
13/07/1971 16:00:00,"892,38"
14/07/1971 16:00:00,"891,21"
15/07/1971 16:00:00,"888,87"
16/07/1971 16:00:00,"888,51"
19/07/1971 16:00:00,"886,39"
20/07/1971 16:00:00,"892,3"
21/07/1971 16:00:00,"890,84"
22/07/1971 16:00:00,"886,68"
23/07/1971 16:00:00,"887,78"
26/07/1971 16:00:00,"888,87"
27/07/1971 16:00:00,"880,7"
28/07/1971 16:00:00,"872,01"
29/07/1971 16:00:00,"861,42"
30/07/1971 16:00:00,"858,43"
2/08/1971 16:00:00,"864,92"
3/08/1971 16:00:00,"850,03"
4/08/1971 16:00:00,"844,92"
5/08/1971 16:00:00,"849,45"
6/08/1971 16:00:00,"850,61"
9/08/1971 16:00:00,"842,65"
10/08/1971 16:00:00,"839,59"
11/08/1971 16:00:00,"846,38"
12/08/1971 16:00:00,"859,01"
13/08/1971 16:00:00,"856,02"
16/08/1971 16:00:00,"888,95"
17/08/1971 16:00:00,"899,9"
18/08/1971 16:00:00,"886,17"
19/08/1971 16:00:00,"880,77"
20/08/1971 16:00:00,"880,91"
23/08/1971 16:00:00,"892,38"
24/08/1971 16:00:00,"904,13"
25/08/1971 16:00:00,"908,37"
26/08/1971 16:00:00,"906,1"
27/08/1971 16:00:00,"908,15"
30/08/1971 16:00:00,"901,43"
31/08/1971 16:00:00,"898,07"
1/09/1971 16:00:00,"899,02"
2/09/1971 16:00:00,"900,63"
3/09/1971 16:00:00,"912,75"
7/09/1971 16:00:00,"916,47"
8/09/1971 16:00:00,"920,93"
9/09/1971 16:00:00,"915,89"
10/09/1971 16:00:00,911
13/09/1971 16:00:00,"909,39"
14/09/1971 16:00:00,"901,65"
15/09/1971 16:00:00,"904,86"
16/09/1971 16:00:00,"903,11"
17/09/1971 16:00:00,"908,22"
20/09/1971 16:00:00,"905,15"
21/09/1971 16:00:00,"903,4"
22/09/1971 16:00:00,"893,55"
23/09/1971 16:00:00,"891,28"
24/09/1971 16:00:00,"889,31"
27/09/1971 16:00:00,"883,47"
28/09/1971 16:00:00,"884,42"
29/09/1971 16:00:00,"883,83"
30/09/1971 16:00:00,"887,19"
1/10/1971 16:00:00,"893,98"
4/10/1971 16:00:00,"895,66"
5/10/1971 16:00:00,"891,14"
6/10/1971 16:00:00,"900,55"
7/10/1971 16:00:00,"901,8"
8/10/1971 16:00:00,"893,91"
11/10/1971 16:00:00,"891,94"
12/10/1971 16:00:00,"893,55"
13/10/1971 16:00:00,"888,8"
14/10/1971 16:00:00,"878,36"
15/10/1971 16:00:00,"874,58"
18/10/1971 16:00:00,"872,44"
19/10/1971 16:00:00,"868,43"
20/10/1971 16:00:00,"855,65"
21/10/1971 16:00:00,"854,85"
22/10/1971 16:00:00,"852,37"
25/10/1971 16:00:00,"848,5"
26/10/1971 16:00:00,"845,36"
27/10/1971 16:00:00,"836,38"
28/10/1971 16:00:00,"837,62"
29/10/1971 16:00:00,839
1/11/1971 16:00:00,"825,86"
2/11/1971 16:00:00,"827,98"
3/11/1971 16:00:00,"842,58"
4/11/1971 16:00:00,"843,17"
5/11/1971 16:00:00,"840,39"
8/11/1971 16:00:00,"837,54"
9/11/1971 16:00:00,"837,91"
10/11/1971 16:00:00,"826,15"
11/11/1971 16:00:00,"814,91"
12/11/1971 16:00:00,"812,94"
15/11/1971 16:00:00,"810,53"
16/11/1971 16:00:00,"818,71"
17/11/1971 16:00:00,"822,14"
18/11/1971 16:00:00,"815,35"
19/11/1971 16:00:00,"810,67"
22/11/1971 16:00:00,"803,15"
23/11/1971 16:00:00,"797,97"
24/11/1971 16:00:00,"798,63"
26/11/1971 16:00:00,"816,59"
29/11/1971 16:00:00,"829,73"
30/11/1971 16:00:00,"831,34"
1/12/1971 16:00:00,"846,01"
2/12/1971 16:00:00,"848,79"
3/12/1971 16:00:00,"859,59"
6/12/1971 16:00:00,"855,72"
7/12/1971 16:00:00,"857,4"
8/12/1971 16:00:00,"854,85"
9/12/1971 16:00:00,"852,15"
10/12/1971 16:00:00,"856,75"
13/12/1971 16:00:00,"858,79"
14/12/1971 16:00:00,"855,14"
15/12/1971 16:00:00,"863,76"
16/12/1971 16:00:00,"871,39"
17/12/1971 16:00:00,"873,8"
20/12/1971 16:00:00,"885,01"
21/12/1971 16:00:00,"888,32"
22/12/1971 16:00:00,"884,86"
23/12/1971 16:00:00,"881,17"
27/12/1971 16:00:00,"881,47"
28/12/1971 16:00:00,"889,98"
29/12/1971 16:00:00,"893,66"
30/12/1971 16:00:00,"889,07"
31/12/1971 16:00:00,"890,2"
3/01/1972 16:00:00,"889,3"
4/01/1972 16:00:00,"892,23"
5/01/1972 16:00:00,"904,43"
6/01/1972 16:00:00,"908,49"
7/01/1972 16:00:00,"910,37"
10/01/1972 16:00:00,"907,96"
11/01/1972 16:00:00,"912,1"
12/01/1972 16:00:00,"910,82"
13/01/1972 16:00:00,"905,18"
14/01/1972 16:00:00,"906,68"
17/01/1972 16:00:00,"911,12"
18/01/1972 16:00:00,"917,22"
19/01/1972 16:00:00,"914,96"
20/01/1972 16:00:00,"910,3"
21/01/1972 16:00:00,"907,44"
24/01/1972 16:00:00,"896,82"
25/01/1972 16:00:00,"894,72"
26/01/1972 16:00:00,"889,15"
27/01/1972 16:00:00,"899,83"
28/01/1972 16:00:00,"906,38"
31/01/1972 16:00:00,"902,17"
1/02/1972 16:00:00,"901,79"
2/02/1972 16:00:00,"905,85"
3/02/1972 16:00:00,"903,15"
4/02/1972 16:00:00,"906,68"
7/02/1972 16:00:00,"903,97"
8/02/1972 16:00:00,"907,13"
9/02/1972 16:00:00,"918,72"
10/02/1972 16:00:00,"921,28"
11/02/1972 16:00:00,"917,59"
14/02/1972 16:00:00,"910,9"
15/02/1972 16:00:00,"914,51"
16/02/1972 16:00:00,"922,94"
17/02/1972 16:00:00,"922,03"
18/02/1972 16:00:00,"917,52"
22/02/1972 16:00:00,"913,46"
23/02/1972 16:00:00,"911,88"
24/02/1972 16:00:00,"912,7"
25/02/1972 16:00:00,"922,79"
28/02/1972 16:00:00,"924,29"
29/02/1972 16:00:00,"928,13"
1/03/1972 16:00:00,"935,43"
2/03/1972 16:00:00,"933,77"
3/03/1972 16:00:00,"942,43"
6/03/1972 16:00:00,"950,18"
7/03/1972 16:00:00,"946,87"
8/03/1972 16:00:00,"945,59"
9/03/1972 16:00:00,"942,81"
10/03/1972 16:00:00,"939,87"
13/03/1972 16:00:00,"928,66"
14/03/1972 16:00:00,934
15/03/1972 16:00:00,"937,31"
16/03/1972 16:00:00,"936,71"
17/03/1972 16:00:00,"942,88"
20/03/1972 16:00:00,"941,15"
21/03/1972 16:00:00,934
22/03/1972 16:00:00,"933,93"
23/03/1972 16:00:00,"944,69"
24/03/1972 16:00:00,"942,28"
27/03/1972 16:00:00,"939,72"
28/03/1972 16:00:00,"937,01"
29/03/1972 16:00:00,"933,02"
30/03/1972 16:00:00,"940,7"
3/04/1972 16:00:00,"940,92"
4/04/1972 16:00:00,"943,41"
5/04/1972 16:00:00,"954,55"
6/04/1972 16:00:00,"959,44"
7/04/1972 16:00:00,"962,6"
10/04/1972 16:00:00,"958,08"
11/04/1972 16:00:00,"962,6"
12/04/1972 16:00:00,"966,96"
13/04/1972 16:00:00,"965,53"
14/04/1972 16:00:00,"967,72"
17/04/1972 16:00:00,"966,59"
18/04/1972 16:00:00,"968,92"
19/04/1972 16:00:00,"964,78"
20/04/1972 16:00:00,"966,29"
21/04/1972 16:00:00,"963,8"
24/04/1972 16:00:00,"957,48"
25/04/1972 16:00:00,"946,49"
26/04/1972 16:00:00,"946,94"
27/04/1972 16:00:00,"945,97"
28/04/1972 16:00:00,"954,17"
1/05/1972 16:00:00,"942,28"
2/05/1972 16:00:00,"935,2"
3/05/1972 16:00:00,"933,47"
4/05/1972 16:00:00,"937,31"
5/05/1972 16:00:00,"941,23"
8/05/1972 16:00:00,"937,84"
9/05/1972 16:00:00,"925,12"
10/05/1972 16:00:00,"931,07"
11/05/1972 16:00:00,"934,83"
12/05/1972 16:00:00,"941,83"
15/05/1972 16:00:00,"942,2"
16/05/1972 16:00:00,"939,27"
17/05/1972 16:00:00,"941,15"
18/05/1972 16:00:00,"951,23"
19/05/1972 16:00:00,"961,54"
22/05/1972 16:00:00,"965,31"
23/05/1972 16:00:00,"962,3"
24/05/1972 16:00:00,"965,46"
25/05/1972 16:00:00,"969,07"
26/05/1972 16:00:00,"971,25"
30/05/1972 16:00:00,"971,18"
31/05/1972 16:00:00,"960,72"
1/06/1972 16:00:00,"960,72"
2/06/1972 16:00:00,"961,39"
5/06/1972 16:00:00,"954,39"
6/06/1972 16:00:00,"951,46"
7/06/1972 16:00:00,"944,08"
8/06/1972 16:00:00,"941,3"
9/06/1972 16:00:00,"934,45"
12/06/1972 16:00:00,"936,71"
13/06/1972 16:00:00,"938,29"
14/06/1972 16:00:00,"946,79"
15/06/1972 16:00:00,"945,97"
16/06/1972 16:00:00,"945,06"
19/06/1972 16:00:00,"941,83"
20/06/1972 16:00:00,"948,22"
21/06/1972 16:00:00,"951,61"
22/06/1972 16:00:00,"950,71"
23/06/1972 16:00:00,"944,69"
26/06/1972 16:00:00,"936,41"
27/06/1972 16:00:00,"935,28"
28/06/1972 16:00:00,"930,84"
29/06/1972 16:00:00,"926,25"
30/06/1972 16:00:00,"929,03"
3/07/1972 16:00:00,"928,66"
5/07/1972 16:00:00,"933,47"
6/07/1972 16:00:00,"942,13"
7/07/1972 16:00:00,"938,06"
10/07/1972 16:00:00,"932,27"
11/07/1972 16:00:00,"925,87"
12/07/1972 16:00:00,"923,69"
13/07/1972 16:00:00,"916,99"
14/07/1972 16:00:00,"922,26"
17/07/1972 16:00:00,"914,96"
18/07/1972 16:00:00,"911,72"
19/07/1972 16:00:00,"916,69"
20/07/1972 16:00:00,"910,45"
21/07/1972 16:00:00,"920,45"
24/07/1972 16:00:00,"935,36"
25/07/1972 16:00:00,"934,45"
26/07/1972 16:00:00,"932,57"
27/07/1972 16:00:00,"926,85"
28/07/1972 16:00:00,"926,7"
31/07/1972 16:00:00,"924,74"
1/08/1972 16:00:00,"930,46"
2/08/1972 16:00:00,"941,15"
3/08/1972 16:00:00,"947,7"
4/08/1972 16:00:00,"951,76"
7/08/1972 16:00:00,"953,12"
8/08/1972 16:00:00,"952,44"
9/08/1972 16:00:00,"951,16"
10/08/1972 16:00:00,"952,89"
11/08/1972 16:00:00,"964,18"
14/08/1972 16:00:00,"973,51"
15/08/1972 16:00:00,"969,97"
16/08/1972 16:00:00,"964,25"
17/08/1972 16:00:00,"961,39"
18/08/1972 16:00:00,"965,83"
21/08/1972 16:00:00,"967,19"
22/08/1972 16:00:00,"973,51"
23/08/1972 16:00:00,"970,35"
24/08/1972 16:00:00,"958,38"
25/08/1972 16:00:00,"959,36"
28/08/1972 16:00:00,"956,95"
29/08/1972 16:00:00,"954,7"
30/08/1972 16:00:00,"957,86"
31/08/1972 16:00:00,"963,73"
1/09/1972 16:00:00,"970,05"
5/09/1972 16:00:00,"969,37"
6/09/1972 16:00:00,"963,43"
7/09/1972 16:00:00,"962,45"
8/09/1972 16:00:00,"961,24"
11/09/1972 16:00:00,955
12/09/1972 16:00:00,"946,04"
13/09/1972 16:00:00,"949,88"
14/09/1972 16:00:00,"947,55"
15/09/1972 16:00:00,"947,32"
18/09/1972 16:00:00,"945,36"
19/09/1972 16:00:00,"943,18"
20/09/1972 16:00:00,"940,25"
21/09/1972 16:00:00,"939,49"
22/09/1972 16:00:00,"943,03"
25/09/1972 16:00:00,"935,73"
26/09/1972 16:00:00,"936,56"
27/09/1972 16:00:00,"947,25"
28/09/1972 16:00:00,"955,15"
29/09/1972 16:00:00,"953,27"
2/10/1972 16:00:00,"953,27"
3/10/1972 16:00:00,"954,47"
4/10/1972 16:00:00,"951,31"
5/10/1972 16:00:00,"941,3"
6/10/1972 16:00:00,"945,36"
9/10/1972 16:00:00,"948,75"
10/10/1972 16:00:00,"951,84"
11/10/1972 16:00:00,"946,42"
12/10/1972 16:00:00,"937,46"
13/10/1972 16:00:00,"930,46"
16/10/1972 16:00:00,"921,66"
17/10/1972 16:00:00,"926,48"
18/10/1972 16:00:00,"932,34"
19/10/1972 16:00:00,"932,12"
20/10/1972 16:00:00,"942,81"
23/10/1972 16:00:00,"951,31"
24/10/1972 16:00:00,"952,51"
25/10/1972 16:00:00,"951,38"
26/10/1972 16:00:00,"950,56"
27/10/1972 16:00:00,"946,42"
30/10/1972 16:00:00,"946,42"
31/10/1972 16:00:00,"955,52"
1/11/1972 16:00:00,"968,54"
2/11/1972 16:00:00,"973,06"
3/11/1972 16:00:00,"984,12"
6/11/1972 16:00:00,"984,8"
8/11/1972 16:00:00,"983,74"
9/11/1972 16:00:00,"988,26"
10/11/1972 16:00:00,"995,26"
13/11/1972 16:00:00,"997,07"
14/11/1972 16:00:00,"1003,16"
15/11/1972 16:00:00,"998,42"
16/11/1972 16:00:00,"1003,69"
17/11/1972 16:00:00,"1005,57"
20/11/1972 16:00:00,"1005,04"
21/11/1972 16:00:00,"1013,25"
22/11/1972 16:00:00,"1020,54"
24/11/1972 16:00:00,"1025,21"
27/11/1972 16:00:00,"1017,76"
28/11/1972 16:00:00,"1019,34"
